TaxiId,Latitude,Longitude,CLUSTER_ID
vbacclu,37.72194,-122.45618,"29"
vbacclu,37.76931,-122.45288,"404"
vbacclu,37.73152,-122.43686,"179"
vbacclu,37.7449,-122.42044,"419"
vbacclu,37.76403,-122.46649,"288"
vbacclu,37.76535,-122.46856,"400"
vbacclu,37.78403,-122.48333,"263"
vbacclu,37.76204,-122.4781,"146"
vbacclu,37.76173,-122.478,"146"
vbacclu,37.76584,-122.46623,"46"
vbacclu,37.75764,-122.48751,"394"
vbacclu,37.7804,-122.47811,"383"
vbacclu,37.77529,-122.48231,"346"
vbacclu,37.76399,-122.49981,"59"
vbacclu,37.75951,-122.47036,"352"
vbacclu,37.75844,-122.46256,"275"
vbacclu,37.77993,-122.49552,"344"
vbacclu,37.77868,-122.51378,"0"
vbacclu,37.70937,-122.42311,"301"
vbacclu,37.72879,-122.43113,"128"
vbacclu,37.72489,-122.46132,"200"
vbacclu,37.78053,-122.47237,"249"
vbacclu,37.77423,-122.47342,"247"
vbacclu,37.74536,-122.50378,"23"
vbacclu,37.74268,-122.50147,"153"
vbacclu,37.75587,-122.49803,"357"
vbacclu,37.78154,-122.50356,"58"
vbacclu,37.78493,-122.48619,"178"
vbacclu,37.72098,-122.44703,"207"
vbacclu,37.7149,-122.43753,"109"
vbacclu,37.7151,-122.40356,"388"
vbacclu,37.76526,-122.45959,"319"
vbacclu,37.76649,-122.4527,"38"
vbacclu,37.71905,-122.44894,"69"
vbacclu,37.78212,-122.47741,"125"
vbacclu,37.71257,-122.43731,"109"
vbacclu,37.71625,-122.46981,"253"
vbacclu,37.76938,-122.4518,"404"
vbacclu,37.80677,-122.47359,"351"
vbacclu,37.80725,-122.47386,"351"
vbacclu,37.73879,-122.41213,"241"
vbacclu,37.72665,-122.43582,"335"
vbacclu,37.72604,-122.4345,"335"
vbacclu,37.76572,-122.46539,"46"
vbacclu,37.74492,-122.40432,"356"
vbacclu,37.78305,-122.46311,"232"
vbacclu,37.78682,-122.46183,"64"
vbacclu,37.77297,-122.45423,"117"
vbacclu,37.7774,-122.46058,"321"
vbacclu,37.74364,-122.41903,"4"
vbacclu,37.73494,-122.41723,"339"
vbacclu,37.78368,-122.45341,"363"
vbacclu,37.7224,-122.47533,"74"
vbacclu,37.72126,-122.47543,"74"
vbacclu,37.72177,-122.47542,"74"
vbacclu,37.75253,-122.47384,"320"
vbacclu,37.72092,-122.47883,"287"
vbacclu,37.77354,-122.46447,"378"
vbacclu,37.76172,-122.46297,"6"
vbacclu,37.78346,-122.4666,"157"
vbacclu,37.78045,-122.47536,"125"
vbacclu,37.7803,-122.48218,"164"
vbacclu,37.78045,-122.47921,"383"
vbacclu,37.78063,-122.47596,"125"
vbacclu,37.73506,-122.40455,"262"
vbacclu,37.73826,-122.41588,"241"
vbacclu,37.74391,-122.42293,"414"
vbacclu,37.78637,-122.45468,"290"
vbacclu,37.78619,-122.4564,"107"
vbacclu,37.72312,-122.45221,"143"
vbacclu,37.78569,-122.45897,"251"
vbacclu,37.76979,-122.45366,"404"
vbacclu,37.74211,-122.41897,"4"
vbacclu,37.77954,-122.49435,"344"
vbacclu,37.78127,-122.4612,"102"
vbacclu,37.78307,-122.46264,"232"
vbacclu,37.78745,-122.45287,"290"
vbacclu,37.77411,-122.45446,"220"
vbacclu,37.76228,-122.46526,"140"
vbacclu,37.77541,-122.4569,"311"
vbacclu,37.72875,-122.44271,"191"
vbacclu,37.71964,-122.46821,"86"
vbacclu,37.73259,-122.38658,"171"
vbacclu,37.73521,-122.4149,"339"
vbacclu,37.72833,-122.43904,"401"
vbacclu,37.77488,-122.45235,"220"
vbacclu,37.76328,-122.45799,"100"
vbacclu,37.77141,-122.46759,"323"
vbacclu,37.73232,-122.47458,"347"
vbacclu,37.7401,-122.4362,"131"
vbacclu,37.76358,-122.47396,"349"
vbacclu,37.76428,-122.46136,"333"
vbacclu,37.7119,-122.43212,"256"
vbacclu,37.74491,-122.42035,"419"
vbacclu,37.77011,-122.45204,"404"
vbacclu,37.78149,-122.45893,"102"
vbacclu,37.78046,-122.47544,"125"
vbacclu,37.7622,-122.49001,"145"
vbacclu,37.80102,-122.45585,"302"
vbacclu,37.76374,-122.45703,"243"
vbacclu,37.72134,-122.43191,"56"
vbacclu,37.71769,-122.42704,"88"
vbacclu,37.74242,-122.42069,"124"
vbacclu,37.73698,-122.42412,"326"
vbacclu,37.77295,-122.4539,"117"
vbacclu,37.77456,-122.45465,"220"
vbacclu,37.78621,-122.45531,"107"
vbacclu,37.79931,-122.45182,"142"
vbacclu,37.78434,-122.48491,"178"
vbacclu,37.77293,-122.45403,"117"
vbacclu,37.78104,-122.47945,"383"
vbacclu,37.78281,-122.46445,"232"
vbacclu,37.78654,-122.45193,"290"
vbacclu,37.77268,-122.49708,"165"
vbacclu,37.74325,-122.49444,"229"
vbacclu,37.76269,-122.49748,"162"
vbacclu,37.76938,-122.51049,"120"
vbacclu,37.72662,-122.46181,"200"
vbacclu,37.76178,-122.48561,"420"
vbacclu,37.77756,-122.49212,"415"
vbacclu,37.71589,-122.43977,"28"
vbacclu,37.76537,-122.45282,"38"
vdyffu,37.76363,-122.45731,"243"
vdyffu,37.76069,-122.47686,"146"
vdyffu,37.78097,-122.48482,"314"
vdyffu,37.76303,-122.47816,"21"
vdyffu,37.78003,-122.485,"314"
vdyffu,37.7801,-122.49341,"205"
vdyffu,37.7278,-122.47637,"280"
vdyffu,37.71847,-122.47453,"362"
vdyffu,37.73481,-122.40649,"360"
vdyffu,37.78928,-122.45268,"290"
vdyffu,37.77565,-122.45529,"220"
vdyffu,37.78077,-122.46543,"32"
vdyffu,37.78289,-122.46577,"157"
vdyffu,37.75518,-122.48065,"371"
vdyffu,37.76051,-122.47593,"146"
vdyffu,37.78578,-122.45272,"290"
vdyffu,37.78588,-122.4744,"277"
vdyffu,37.78451,-122.47239,"80"
vdyffu,37.76587,-122.46926,"400"
vdyffu,37.76372,-122.47817,"21"
vdyffu,37.74218,-122.42528,"414"
vdyffu,37.78584,-122.4558,"107"
vdyffu,37.77467,-122.45633,"311"
vdyffu,37.78241,-122.48382,"263"
vdyffu,37.78162,-122.46429,"232"
vdyffu,37.76383,-122.45702,"243"
vdyffu,37.76472,-122.4589,"319"
vdyffu,37.76545,-122.47695,"21"
vdyffu,37.73539,-122.50376,"370"
vdyffu,37.71355,-122.43971,"428"
vdyffu,37.71861,-122.4551,"386"
vdyffu,37.74299,-122.42226,"124"
vdyffu,37.73484,-122.41543,"339"
vdyffu,37.70982,-122.43655,"49"
vdyffu,37.80762,-122.4748,"351"
vdyffu,37.78439,-122.47521,"277"
vdyffu,37.78103,-122.45411,"363"
vdyffu,37.77797,-122.45321,"14"
vdyffu,37.73584,-122.45199,"194"
vdyffu,37.7826,-122.46444,"232"
vdyffu,37.78118,-122.46309,"232"
vdyffu,37.76128,-122.49951,"218"
vdyffu,37.76608,-122.45587,"243"
vdyffu,37.76907,-122.4535,"239"
vdyffu,37.75258,-122.47858,"114"
vdyffu,37.78011,-122.45599,"273"
vdyffu,37.78285,-122.46121,"251"
vdyffu,37.71856,-122.39557,"315"
vdyffu,37.76693,-122.48266,"343"
vdyffu,37.78358,-122.48289,"263"
vdyffu,37.76922,-122.45316,"404"
vdyffu,37.74511,-122.45521,"325"
vdyffu,37.77695,-122.45319,"14"
vdyffu,37.78286,-122.46333,"232"
vdyffu,37.76592,-122.46592,"46"
vdyffu,37.74388,-122.4635,"291"
vdyffu,37.78101,-122.46467,"232"
vdyffu,37.80363,-122.45874,"324"
vdyffu,37.78177,-122.48283,"263"
vdyffu,37.77241,-122.49827,"240"
vdyffu,37.78204,-122.45214,"363"
vdyffu,37.78298,-122.4652,"157"
vdyffu,37.73158,-122.43692,"179"
vdyffu,37.7346,-122.44447,"377"
vdyffu,37.78614,-122.45611,"107"
vdyffu,37.78041,-122.47773,"383"
vdyffu,37.78594,-122.47327,"277"
vdyffu,37.76451,-122.49755,"162"
vdyffu,37.77985,-122.49335,"205"
vdyffu,37.78,-122.48515,"314"
vdyffu,37.72623,-122.43372,"335"
vdyffu,37.7224,-122.40304,"217"
vdyffu,37.76543,-122.46642,"46"
vdyffu,37.7707,-122.46864,"323"
vdyffu,37.73226,-122.38097,"215"
vdyffu,37.76225,-122.45786,"100"
vdyffu,37.76523,-122.4527,"38"
vdyffu,37.72007,-122.47887,"287"
vdyffu,37.76277,-122.50502,"265"
vdyffu,37.77983,-122.49282,"205"
vdyffu,37.76836,-122.45239,"239"
vdyffu,37.72101,-122.43148,"56"
vdyffu,37.76525,-122.45753,"243"
vdyffu,37.77954,-122.46634,"32"
vdyffu,37.78406,-122.45376,"363"
vdyffu,37.78284,-122.46437,"232"
vdyffu,37.77857,-122.49647,"372"
vdyffu,37.75667,-122.468,"154"
vdyffu,37.7865,-122.45322,"290"
vdyffu,37.73571,-122.43545,"376"
vdyffu,37.74495,-122.49313,"82"
vdyffu,37.74356,-122.50153,"153"
vdyffu,37.74308,-122.47611,"201"
vdyffu,37.73994,-122.43374,"250"
vdyffu,37.78094,-122.50652,"402"
vdyffu,37.77625,-122.48629,"50"
vdyffu,37.77979,-122.49043,"205"
vdyffu,37.78646,-122.45666,"107"
vdyffu,37.78068,-122.47413,"249"
vdyffu,37.78715,-122.45508,"107"
vdyffu,37.75569,-122.46581,"212"
vdyffu,37.77744,-122.45684,"311"
vdyffu,37.71876,-122.39729,"261"
vdyffu,37.72376,-122.42847,"341"
vdyffu,37.73464,-122.39201,"48"
vdyffu,37.72302,-122.40164,"217"
vdyffu,37.78228,-122.50391,"58"
vdyffu,37.77511,-122.49937,"19"
vdyffu,37.75505,-122.4851,"168"
vdyffu,37.75885,-122.49066,"387"
vdyffu,37.77742,-122.45671,"311"
vdyffu,37.7529,-122.45671,"307"
vdyffu,37.78002,-122.48488,"314"
vdyffu,37.78067,-122.47474,"125"
vdyffu,37.71663,-122.45792,"156"
vdyffu,37.78131,-122.46096,"102"
vdyffu,37.77915,-122.51233,"0"
vdyffu,37.75988,-122.47734,"146"
vdyffu,37.77979,-122.48885,"161"
vdyffu,37.75676,-122.47989,"47"
vdyffu,37.78322,-122.45787,"251"
vdyffu,37.76565,-122.4675,"400"
vdyffu,37.72087,-122.40398,"53"
vdyffu,37.71997,-122.3961,"315"
vdyffu,37.72078,-122.44694,"207"
vdyffu,37.78634,-122.46463,"354"
vdyffu,37.78096,-122.46532,"32"
vdyffu,37.72025,-122.46898,"86"
vdyffu,37.73179,-122.47342,"347"
vdyffu,37.72094,-122.47555,"74"
vdyffu,37.78119,-122.45914,"102"
vdyffu,37.76598,-122.45451,"38"
vdyffu,37.77447,-122.50686,"361"
vdyffu,37.7632,-122.48452,"343"
vdyffu,37.77975,-122.49314,"205"
vdyffu,37.72401,-122.44371,"225"
vdyffu,37.76417,-122.46511,"288"
vdyffu,37.76582,-122.46708,"46"
vdyffu,37.78118,-122.45868,"102"
vdyffu,37.77747,-122.46726,"374"
vdyffu,37.73308,-122.43916,"179"
vdyffu,37.73378,-122.45083,"170"
vdyffu,37.73747,-122.42399,"63"
vdyffu,37.71907,-122.48072,"176"
vdyffu,37.74466,-122.42461,"414"
vdyffu,37.7222,-122.47535,"74"
vdyffu,37.78165,-122.45338,"363"
vdyffu,37.78234,-122.47825,"391"
vdyffu,37.78299,-122.46638,"157"
vdyffu,37.77706,-122.46925,"126"
vdyffu,37.74432,-122.42066,"419"
vdyffu,37.73301,-122.42268,"127"
vdyffu,37.73797,-122.42656,"189"
vdyffu,37.7815,-122.45894,"102"
vdyffu,37.73428,-122.40723,"123"
vdyffu,37.78703,-122.45585,"107"
vdyffu,37.78063,-122.47458,"125"
vdyffu,37.80071,-122.46529,"337"
vdyffu,37.77472,-122.45446,"220"
vdyffu,37.77529,-122.46586,"378"
vdyffu,37.78313,-122.46147,"251"
vdyffu,37.78344,-122.45458,"363"
vdyffu,37.78837,-122.46376,"354"
vdyffu,37.7881,-122.48531,"111"
vdyffu,37.78639,-122.45367,"290"
vdyffu,37.78075,-122.46913,"306"
vdyffu,37.72106,-122.38737,"94"
vdyffu,37.76376,-122.4572,"243"
vdyffu,37.76303,-122.4793,"21"
vdyffu,37.74677,-122.45844,"87"
vdyffu,37.76925,-122.45183,"404"
vdyffu,37.75742,-122.48778,"394"
vdyffu,37.78599,-122.45718,"107"
vdyffu,37.78061,-122.47485,"125"
vdyffu,37.76375,-122.45674,"243"
vdyffu,37.76329,-122.45802,"100"
vdyffu,37.71262,-122.40113,"410"
vdyffu,37.71039,-122.41765,"395"
vdyffu,37.7771,-122.45876,"311"
vdyffu,37.76331,-122.45826,"100"
vdyffu,37.74965,-122.47942,"342"
vdyffu,37.74505,-122.47433,"150"
vdyffu,37.74465,-122.47369,"150"
vdyffu,37.7645,-122.45239,"38"
vdyffu,37.76486,-122.46646,"288"
vdyffu,37.7638,-122.47252,"135"
vdyffu,37.77076,-122.46848,"323"
vdyffu,37.77099,-122.46836,"323"
vdyffu,37.78005,-122.49443,"344"
vdyffu,37.7356,-122.43876,"376"
vdyffu,37.73544,-122.43819,"376"
vdyffu,37.72866,-122.43112,"128"
vdyffu,37.72911,-122.41915,"96"
vdyffu,37.7245,-122.43485,"335"
vdyffu,37.72867,-122.43083,"128"
vdyffu,37.71826,-122.45879,"156"
vdyffu,37.78437,-122.48399,"178"
vdyffu,37.74679,-122.47608,"22"
vdyffu,37.76315,-122.47713,"21"
vdyffu,37.76134,-122.47695,"146"
vdyffu,37.76512,-122.46407,"288"
vdyffu,37.76424,-122.46416,"288"
vdyffu,37.74823,-122.4588,"87"
vdyffu,37.77969,-122.49172,"205"
vdyffu,37.78147,-122.49556,"344"
vdyffu,37.77286,-122.45432,"117"
vdyffu,37.77383,-122.46273,"138"
vdyffu,37.72181,-122.39882,"129"
vdyffu,37.73896,-122.50663,"196"
vdyffu,37.75685,-122.5068,"152"
vdyffu,37.76406,-122.46617,"288"
vdyffu,37.76405,-122.46618,"288"
vdyffu,37.77019,-122.45206,"404"
vdyffu,37.76949,-122.45192,"404"
vdyffu,37.78144,-122.45558,"273"
vdyffu,37.79076,-122.45957,"227"
vdyffu,37.72566,-122.45282,"304"
vfler,37.72131,-122.3911,"382"
vfler,37.78103,-122.46126,"102"
vfler,37.77414,-122.49036,"166"
vfler,37.78103,-122.46126,"102"
vfler,37.78133,-122.45548,"273"
vfler,37.78288,-122.46329,"232"
vfler,37.7789,-122.50501,"402"
vfler,37.80853,-122.47128,"193"
vfler,37.77812,-122.5019,"246"
vfler,37.78218,-122.49475,"344"
vfler,37.76277,-122.45415,"282"
vfler,37.76037,-122.46649,"140"
vfler,37.71058,-122.46127,"149"
vfler,37.71977,-122.44539,"207"
vfler,37.76852,-122.45349,"239"
vfler,37.72076,-122.47697,"74"
vfler,37.80769,-122.47445,"351"
vfler,37.7138,-122.43503,"109"
vfler,37.76413,-122.46442,"288"
vfler,37.77167,-122.46732,"323"
vfler,37.77164,-122.46731,"323"
vfler,37.77354,-122.46588,"378"
vfler,37.77354,-122.46588,"378"
vfler,37.78071,-122.46879,"306"
vfler,37.78028,-122.47626,"125"
vfler,37.77994,-122.48521,"314"
vfler,37.77994,-122.48521,"314"
vfler,37.77991,-122.48552,"314"
vfler,37.77994,-122.48521,"314"
vfler,37.76811,-122.45326,"239"
vfler,37.76425,-122.46262,"333"
vfler,37.73067,-122.44938,"252"
vfler,37.71652,-122.40223,"388"
vfler,37.7731,-122.45336,"117"
vfler,37.77173,-122.46695,"323"
vfler,37.77508,-122.50915,"237"
vfler,37.76504,-122.46433,"288"
vfler,37.76243,-122.46518,"140"
vfler,37.76341,-122.47704,"21"
vfler,37.75083,-122.47187,"211"
vfler,37.76401,-122.46586,"288"
vfler,37.76514,-122.47834,"21"
vfler,37.79896,-122.45972,"92"
vfler,37.79678,-122.46225,"312"
vfler,37.76404,-122.46442,"288"
vfler,37.75657,-122.46858,"154"
vfler,37.76231,-122.46626,"140"
vfler,37.76498,-122.46749,"400"
vfler,37.76369,-122.45775,"100"
vfler,37.78004,-122.48316,"314"
vfler,37.78208,-122.46335,"232"
vfler,37.78071,-122.50422,"402"
vfler,37.73365,-122.43394,"70"
vfler,37.74064,-122.41513,"241"
vfler,37.73518,-122.42451,"326"
vfler,37.72156,-122.43703,"169"
vfler,37.72185,-122.43378,"56"
vfler,37.73809,-122.41477,"241"
vfler,37.77742,-122.45516,"14"
vfler,37.78084,-122.4645,"232"
vfler,37.72304,-122.42521,"137"
vfler,37.76539,-122.47834,"21"
vfler,37.76194,-122.45794,"100"
vfler,37.77906,-122.45185,"14"
vfler,37.78276,-122.50393,"58"
vfler,37.78088,-122.46397,"232"
vfler,37.77595,-122.46815,"374"
vfler,37.77309,-122.45337,"117"
vfler,37.76418,-122.46497,"288"
vfler,37.7509,-122.46588,"61"
vfler,37.75092,-122.46586,"61"
vfler,37.72747,-122.43034,"128"
vfler,37.76362,-122.45839,"100"
vfler,37.77117,-122.46799,"323"
vfler,37.77345,-122.46915,"126"
vfler,37.78107,-122.46554,"32"
vfler,37.78307,-122.46422,"232"
vfler,37.77212,-122.49404,"165"
vfler,37.77174,-122.50184,"240"
vfler,37.78317,-122.48507,"263"
vfler,37.74072,-122.46607,"340"
vfler,37.74243,-122.42186,"124"
vijcey,37.71818,-122.39911,"261"
vijcey,37.78597,-122.45695,"107"
vijcey,37.78631,-122.45366,"290"
vijcey,37.78119,-122.47945,"383"
vijcey,37.72172,-122.4673,"86"
vijcey,37.7579,-122.46376,"275"
vijcey,37.75381,-122.46562,"212"
vijcey,37.74385,-122.46393,"132"
vijcey,37.78599,-122.45741,"107"
vijcey,37.78605,-122.45734,"107"
vijcey,37.77909,-122.50641,"402"
vijcey,37.77402,-122.47022,"126"
vijcey,37.73116,-122.38767,"367"
vijcey,37.73116,-122.38769,"367"
vijcey,37.764,-122.46485,"288"
vijcey,37.76398,-122.46905,"400"
vijcey,37.71584,-122.3985,"113"
vijcey,37.78454,-122.47214,"80"
vijcey,37.77393,-122.46696,"378"
vijcey,37.77378,-122.47568,"247"
vijcey,37.72525,-122.47222,"183"
vijcey,37.71897,-122.39768,"261"
vijcey,37.7838,-122.46016,"251"
vijcey,37.78232,-122.50436,"58"
vijcey,37.78118,-122.45837,"102"
vijcey,37.78065,-122.47526,"125"
vijcey,37.73784,-122.40685,"360"
vijcey,37.73631,-122.40674,"360"
vijcey,37.78728,-122.45361,"290"
vijcey,37.78578,-122.45894,"251"
vijcey,37.71296,-122.48191,"331"
vijcey,37.78637,-122.45511,"107"
vijcey,37.76371,-122.45723,"243"
vijcey,37.76372,-122.45723,"243"
vijcey,37.73456,-122.43332,"70"
vijcey,37.71261,-122.45388,"206"
vijcey,37.77679,-122.45857,"311"
vjoko,37.74387,-122.42092,"419"
vjoko,37.7231,-122.45152,"143"
vjoko,37.74403,-122.39519,"330"
vjoko,37.71505,-122.40808,"184"
vjoko,37.73891,-122.41412,"241"
vjoko,37.73831,-122.41172,"241"
vjoko,37.78103,-122.46132,"102"
vjoko,37.77747,-122.46085,"321"
vjoko,37.78098,-122.4621,"232"
vjoko,37.78284,-122.45895,"251"
vjoko,37.7805,-122.47421,"249"
vjoko,37.79279,-122.48044,"426"
vjoko,37.77967,-122.462,"321"
vjoko,37.77889,-122.49002,"161"
vjoko,37.73648,-122.43694,"376"
vjoko,37.7635,-122.45834,"100"
vjoko,37.72006,-122.4765,"74"
vjoko,37.71037,-122.46804,"423"
vjoko,37.80764,-122.47489,"351"
vjoko,37.78269,-122.48814,"99"
vjoko,37.78472,-122.47427,"277"
vjoko,37.77104,-122.46821,"323"
vjoko,37.72951,-122.40438,"281"
vjoko,37.72876,-122.46003,"350"
vjoko,37.77735,-122.50111,"246"
vjoko,37.78144,-122.49444,"344"
vjoko,37.76103,-122.49055,"145"
vjoko,37.75389,-122.50336,"65"
vjoko,37.77538,-122.45845,"311"
vjoko,37.78334,-122.48058,"8"
vjoko,37.76376,-122.47391,"349"
vjoko,37.75185,-122.47412,"427"
vjoko,37.74314,-122.47619,"201"
vjoko,37.78056,-122.47256,"249"
vjoko,37.7384,-122.42727,"189"
vjoko,37.71034,-122.43059,"199"
vjoko,37.73701,-122.42432,"326"
vjoko,37.76463,-122.46856,"400"
vjoko,37.73419,-122.45328,"194"
vjoko,37.72047,-122.43582,"169"
vjoko,37.71412,-122.44138,"180"
vjoko,37.7636,-122.47569,"349"
vjoko,37.76314,-122.50933,"429"
vjoko,37.74056,-122.41794,"115"
vjoko,37.77186,-122.45395,"117"
vjoko,37.77192,-122.49712,"165"
vjoko,37.7876,-122.48584,"111"
vjoko,37.77581,-122.45264,"220"
vjoko,37.78638,-122.45667,"107"
vjoko,37.75992,-122.49404,"387"
vjoko,37.7607,-122.4931,"387"
vjoko,37.76953,-122.45193,"404"
vjoko,37.72672,-122.39901,"316"
vjoko,37.71324,-122.40984,"379"
vjoko,37.72268,-122.42758,"364"
vjoko,37.74408,-122.42091,"419"
vjoko,37.76407,-122.46632,"288"
vjoko,37.76376,-122.46739,"400"
vjoko,37.76135,-122.48655,"420"
vjoko,37.76402,-122.46615,"288"
vjoko,37.74475,-122.4757,"22"
vjoko,37.76511,-122.45551,"243"
vjoko,37.76551,-122.4529,"38"
vjoko,37.78035,-122.47827,"383"
vjoko,37.78002,-122.48506,"314"
vjoko,37.77676,-122.49847,"19"
vjoko,37.78425,-122.48719,"99"
vjoko,37.75855,-122.46456,"275"
vjoko,37.72053,-122.43145,"56"
vjoko,37.77518,-122.45837,"311"
vjoko,37.72462,-122.40029,"217"
vjoko,37.78484,-122.46636,"157"
vjoko,37.78352,-122.49292,"43"
vjoko,37.78441,-122.45911,"251"
vjoko,37.75427,-122.50769,"152"
vjoko,37.71758,-122.43038,"174"
vjoko,37.7806,-122.47096,"306"
vjoko,37.7798,-122.4804,"164"
vjoko,37.76879,-122.45341,"239"
vjoko,37.78037,-122.48035,"164"
vjoko,37.78283,-122.46807,"157"
vjoko,37.72583,-122.41374,"368"
vjoko,37.7242,-122.40204,"217"
vjoko,37.73336,-122.38986,"48"
vjoko,37.7215,-122.43716,"169"
vjoko,37.71399,-122.4365,"109"
vjoko,37.74245,-122.42189,"124"
vjoko,37.74018,-122.42772,"189"
vjoko,37.75372,-122.46554,"212"
vjoko,37.76511,-122.46105,"333"
vjoko,37.71576,-122.45541,"405"
vjoko,37.74418,-122.42078,"419"
vjoko,37.77117,-122.45262,"117"
vjoko,37.7833,-122.45454,"363"
vjoko,37.78223,-122.45787,"273"
vjoko,37.78243,-122.46434,"232"
vjoko,37.78684,-122.46432,"354"
vjoko,37.77764,-122.48796,"161"
vjoko,37.78428,-122.47741,"391"
vjoko,37.78747,-122.45269,"290"
vjoko,37.7785,-122.5137,"0"
vjoko,37.75444,-122.50381,"65"
vjoko,37.73562,-122.43868,"376"
vjoko,37.78604,-122.45714,"107"
vjoko,37.78623,-122.45544,"107"
vjoko,37.71505,-122.40338,"388"
vjoko,37.73208,-122.4055,"123"
vjoko,37.72179,-122.43706,"169"
vjoko,37.7375,-122.38989,"373"
vjoko,37.78297,-122.46343,"232"
vjoko,37.74245,-122.40316,"37"
vjoko,37.78366,-122.46453,"232"
vjoko,37.73981,-122.42455,"63"
vjoko,37.78077,-122.47207,"249"
vjoko,37.7358,-122.42081,"286"
vjoko,37.73335,-122.43416,"70"
vjoko,37.73273,-122.44197,"10"
vjoko,37.74215,-122.42524,"414"
vjoko,37.73147,-122.37498,"85"
vjoko,37.73003,-122.39919,"221"
vjoko,37.78659,-122.45248,"290"
vjoko,37.72193,-122.43721,"169"
vjoko,37.71962,-122.42867,"88"
vjoko,37.72478,-122.42724,"137"
vjoko,37.73227,-122.41029,"398"
vjoko,37.73364,-122.39862,"110"
vjoko,37.7792,-122.46638,"32"
vjoko,37.78094,-122.4663,"32"
vjoko,37.74469,-122.43949,"60"
vjoko,37.7422,-122.42204,"124"
vjoko,37.76552,-122.47298,"135"
vjoko,37.78594,-122.46142,"64"
vjoko,37.73577,-122.43375,"70"
vjoko,37.76749,-122.45317,"239"
vjoko,37.77908,-122.47825,"383"
vjoko,37.77955,-122.51105,"213"
vjoko,37.73718,-122.42771,"189"
vjoko,37.72829,-122.45138,"304"
vjoko,37.731,-122.40942,"398"
vjoko,37.76316,-122.45871,"100"
vjoko,37.76312,-122.45892,"100"
vjoko,37.74257,-122.4218,"124"
vjoko,37.72812,-122.43202,"128"
vjoko,37.77882,-122.45988,"102"
vjoko,37.71947,-122.43123,"174"
vjoko,37.77255,-122.45435,"117"
vjoko,37.78053,-122.47241,"249"
vjoko,37.77255,-122.45435,"117"
vjoko,37.77945,-122.48464,"314"
vjoko,37.76183,-122.49096,"387"
vjoko,37.76446,-122.46006,"319"
vjoko,37.71768,-122.42901,"174"
vjoko,37.70998,-122.41338,"255"
vjoko,37.7273,-122.43275,"128"
vjoko,37.72552,-122.43413,"335"
vjoko,37.72479,-122.43478,"335"
vjoko,37.73221,-122.4205,"327"
vjoko,37.72479,-122.43478,"335"
vjoko,37.77909,-122.4555,"14"
vjoko,37.75366,-122.48834,"182"
vjoko,37.759,-122.49942,"218"
vjoko,37.75366,-122.48834,"182"
vjoko,37.7595,-122.49945,"218"
vjoko,37.78079,-122.46719,"32"
vjoko,37.78476,-122.48725,"178"
vjoko,37.78011,-122.48233,"164"
vjoko,37.78416,-122.48398,"178"
vjoko,37.76832,-122.45323,"239"
vjoko,37.7743,-122.45423,"220"
vjoko,37.72452,-122.42196,"305"
vjoko,37.7169,-122.44144,"28"
vjoko,37.77987,-122.48672,"161"
vjoko,37.77742,-122.46115,"321"
vjoko,37.78044,-122.50409,"402"
vjoko,37.74263,-122.43151,"31"
vjoko,37.73507,-122.44207,"10"
vjoko,37.7432,-122.42134,"124"
vjoko,37.73662,-122.42613,"326"
vjoko,37.7432,-122.42134,"124"
vjoko,37.75744,-122.47649,"303"
vjoko,37.75357,-122.48951,"182"
vjoko,37.78126,-122.46087,"102"
vjoko,37.78296,-122.46455,"232"
vjoko,37.74332,-122.43374,"210"
vjoko,37.73216,-122.41293,"42"
vjoko,37.74237,-122.4219,"124"
vjoko,37.74024,-122.42216,"274"
vjoko,37.72764,-122.42614,"20"
vjoko,37.72071,-122.4311,"56"
vjoko,37.73342,-122.42934,"425"
vjoko,37.71543,-122.43968,"28"
vjoko,37.74403,-122.42182,"419"
vjoko,37.7955,-122.45243,"142"
vjoko,37.76931,-122.45233,"404"
vjoko,37.78081,-122.47206,"249"
vjoko,37.76462,-122.46961,"400"
vjoko,37.75194,-122.46856,"211"
vjoko,37.71746,-122.45877,"156"
vmaja,37.71612,-122.46451,"309"
vmaja,37.74228,-122.42447,"414"
vmaja,37.72541,-122.43435,"335"
vmaja,37.72139,-122.42533,"364"
vmaja,37.7866,-122.45242,"290"
vmaja,37.73913,-122.41794,"115"
vmaja,37.71642,-122.39893,"113"
vmaja,37.73151,-122.44753,"252"
vmaja,37.78007,-122.48386,"314"
vmaja,37.78646,-122.48516,"111"
vmaja,37.78082,-122.46617,"32"
vmaja,37.74226,-122.42205,"124"
vmaja,37.73906,-122.41645,"115"
vmaja,37.74216,-122.42065,"124"
vmaja,37.7231,-122.43393,"335"
vmaja,37.74216,-122.42065,"124"
vmaja,37.72363,-122.43549,"169"
vmaja,37.73101,-122.42904,"264"
vmaja,37.73368,-122.42598,"160"
vmaja,37.76237,-122.46511,"140"
vmaja,37.76237,-122.46416,"6"
vmaja,37.7402,-122.43219,"250"
vmaja,37.78414,-122.45256,"363"
vmaja,37.76525,-122.46107,"333"
vmaja,37.73141,-122.42271,"127"
vmaja,37.74409,-122.43117,"31"
vmaja,37.74857,-122.47591,"427"
vmaja,37.74308,-122.47686,"201"
vmaja,37.73803,-122.38985,"373"
vmaja,37.74216,-122.42198,"124"
